v5,v6,kstot,age,male,toomuchscience,solveprob
18832,21,8,27,0,2,1
18835,21,8,49,1,2,0
18836,21,6,47,1,2,3
18838,21,6,39,0,,
18839,21,6,18,1,,
18842,21,8,19,1,1,2
18843,21,6,16,0,,
18847,21,8,24,1,2,4
18849,21,6,28,0,1,1
18850,21,6,15,0,2,3
18851,21,7,69,0,3,0
18852,21,6,16,1,,
18853,21,2,76,0,,
18854,21,9,46,0,,
18856,21,7,17,1,2,2
18862,21,10,37,1,0,0
18864,21,9,49,1,,
18866,21,8,32,1,3,2
18868,21,6,58,0,,
18871,21,11,52,0,,
18873,21,11,44,1,,
18875,21,9,66,0,,
18876,21,10,18,1,,
18878,21,10,21,1,,
18879,21,11,69,1,3,3
18880,21,11,32,1,1,1
18882,21,10,34,1,,
18887,21,6,48,0,,
18889,21,13,23,1,,
18890,21,8,56,0,,
18891,21,12,39,0,1,1
18892,21,13,17,0,1,1
18893,21,7,42,0,1,1
18894,21,11,66,0,1,1
18895,21,11,15,1,2,1
18896,21,12,71,1,4,1
18897,21,11,80,0,3,1
18898,21,12,64,0,1,1
18899,21,9,65,0,3,1
18901,21,10,55,1,3,0
18902,21,12,60,0,4,1
18904,21,10,54,0,,
18908,21,11,24,1,4,1
18910,21,5,57,0,0,2
18911,21,8,64,0,3,0
18915,21,9,71,0,,
18916,21,9,56,0,,
18917,21,3,53,0,,
18918,21,7,77,0,,
18919,21,6,78,1,,
18920,21,12,70,0,,
18921,21,10,65,0,,
18923,21,9,17,0,,
18924,21,8,63,0,2,3
18925,21,7,77,0,4,0
18926,21,9,17,1,1,3
18929,21,9,71,1,3,1
18930,21,6,32,0,3,2
18931,21,11,24,1,,
18932,21,5,31,0,,
18933,21,10,50,0,,
18935,21,6,67,0,0,1
18936,21,7,72,0,4,3
18937,21,10,36,1,1,1
18938,21,11,62,1,1,1
18939,21,7,22,0,,
18940,21,7,58,0,,
18942,21,12,50,1,,
18943,21,7,47,1,,
18944,21,10,64,0,,
18946,21,10,38,0,,
18947,21,4,47,0,,
18948,21,11,15,1,,
18949,21,11,32,0,,
18950,21,11,52,0,,
18951,21,13,40,0,,
18952,21,8,25,1,,
18953,21,7,55,0,,
18955,21,11,16,0,0,1
18956,21,6,71,0,4,0
18958,21,7,69,0,1,1
18959,21,10,39,1,0,0
18960,21,9,20,0,0,0
18961,21,10,25,0,0,4
18962,21,10,30,0,0,1
18963,21,10,24,1,0,0
18964,21,9,39,0,0,1
18965,21,6,62,0,0,1
18966,21,8,39,0,0,1
18967,21,8,21,0,0,0
18969,21,10,44,0,0,0
18970,21,6,56,0,0,1
18971,21,8,37,1,,
18972,21,6,50,1,,
18973,21,10,46,0,,
18974,21,8,51,0,,
18975,21,7,78,0,,
18976,21,8,27,1,,
18978,21,12,33,1,,
18979,21,9,27,1,,
18980,21,11,48,0,,
18984,21,7,69,0,,
18987,21,11,15,1,,
18990,21,11,37,1,,
18992,21,11,64,0,,
18994,21,7,75,1,,
18995,21,11,81,1,,
18997,21,11,42,1,1,1
18998,21,4,26,1,,1
19000,21,9,39,0,3,1
19001,21,6,67,0,,
19002,21,8,79,0,,
19003,21,5,83,1,,
19004,21,10,63,0,,
19006,21,6,75,0,,
19007,21,9,66,0,,
19011,21,6,75,1,2,1
19012,21,7,39,0,4,0
19013,21,12,32,1,0,1
19014,21,9,36,0,3,3
19018,21,5,66,0,,
19019,21,8,57,1,,
19022,21,6,66,0,3,1
19026,21,7,28,1,2,1
19028,21,8,69,0,,
19030,21,10,27,0,,
19031,21,11,38,1,0,1
19032,21,11,30,0,3,0
19035,21,9,20,0,3,1
19036,21,10,40,0,,
19037,21,5,45,0,4,1
19038,21,7,66,1,,
19043,21,11,26,1,,
19044,21,7,48,1,,
19045,21,7,16,1,,
19046,21,8,53,0,1,1
19047,21,7,68,1,2,1
19049,21,7,21,0,,
19050,21,6,17,1,1,1
19051,21,7,29,0,2,2
19057,21,6,17,0,4,4
19060,21,5,15,0,0,3
19061,21,9,80,0,4,0
19062,21,8,51,0,2,0
19064,21,9,37,0,1,0
19065,21,9,15,1,,
19066,21,8,22,0,,
19067,21,10,56,0,,
19068,22,8,32,0,,
19070,22,7,48,1,,
19071,22,9,30,1,4,3
19072,22,6,32,0,,
19073,22,6,58,1,3,1
19074,22,6,49,0,,
19075,22,8,28,0,2,1
19076,22,6,60,0,,
19077,22,6,23,0,4,3
19078,22,10,36,0,,
19079,22,6,27,1,4,3
19080,22,6,54,0,,
19082,22,9,29,0,,
19083,22,12,57,1,3,0
19086,22,12,26,1,1,2
19087,22,12,32,0,2,2
19088,22,12,26,1,1,2
19089,22,11,56,1,3,3
19090,22,11,26,0,,
19093,22,9,30,1,2,0
19094,22,6,49,0,,
19095,22,8,17,1,4,0
19097,22,5,59,1,0,0
19098,22,5,22,0,,
19100,22,5,50,1,,
19101,22,5,25,1,3,1
19102,22,5,29,1,,
19105,22,5,30,0,0,0
19107,22,8,46,0,1,2
19108,22,11,40,0,,
19110,22,10,48,0,,
19111,22,9,58,0,4,0
19113,22,11,54,1,3,2
19114,22,12,67,0,,
19115,22,11,60,1,2,1
19116,22,9,82,1,,
19120,22,9,35,0,,
19121,22,11,60,0,3,1
19122,22,10,37,0,,
19124,22,10,77,1,,
19125,22,8,48,0,1,2
19126,22,13,19,1,,
19127,22,11,18,1,3,3
19128,22,6,57,0,,
19129,22,9,60,1,0,4
19130,22,5,55,0,,
19131,22,11,33,0,0,1
19132,22,9,75,1,,
19139,22,11,43,0,,
19140,22,10,59,0,,
19141,22,11,53,1,2,1
19142,22,8,53,0,,
19143,22,12,45,1,0,3
19144,22,12,42,1,,
19145,22,13,29,0,2,1
19146,22,10,34,0,,
19147,22,12,51,1,1,1
19148,22,12,20,1,,
19149,22,11,26,1,2,0
19150,22,10,20,0,,
19151,22,12,44,1,3,1
19152,22,11,78,1,,
19153,22,11,86,0,1,2
19154,22,7,81,0,,
19156,22,13,70,0,,
19157,22,11,28,0,3,0
19161,22,6,26,0,1,1
19162,22,9,29,0,,
19164,22,10,49,0,,
19165,22,9,24,1,2,0
19166,22,6,25,0,,
19167,22,9,30,0,2,2
19168,22,9,45,0,,
19169,22,10,17,1,1,3
19170,22,11,30,1,,
19171,22,11,21,0,0,4
19172,22,10,82,1,,
19173,22,12,69,1,4,4
19175,22,10,78,1,3,0
19176,22,10,69,1,,
19178,22,11,64,0,,
19179,22,11,92,1,2,1
19180,22,10,49,1,,
19181,22,5,24,0,4,4
19183,22,6,49,1,1,1
19185,22,5,29,0,4,0
19187,22,6,36,1,2,3
19191,22,6,60,1,1,3
19193,22,12,70,0,2,1
19194,22,7,64,0,,
19195,22,13,46,0,4,1
19196,22,10,49,1,,
19197,22,5,41,0,3,3
19198,22,13,61,1,,
19200,22,5,42,1,,
19201,22,10,29,1,2,2
19202,22,13,45,0,,
19204,22,7,17,1,,
19205,22,9,27,1,4,0
19206,22,13,27,1,,
19207,22,12,35,0,2,0
19208,22,13,24,0,,
19209,22,9,50,0,2,1
19210,22,13,26,1,,
19211,22,10,21,0,2,1
19212,22,5,26,0,,
19213,22,6,43,1,1,3
19216,22,10,28,0,,
19217,22,12,32,0,,1
19218,22,6,35,0,,
19220,22,12,23,1,,
19221,22,12,50,0,4,2
19222,22,12,27,0,,
19223,22,11,40,1,1,3
19224,22,11,30,1,1,0
19225,22,12,62,0,4,0
19228,22,11,28,0,,
19234,22,9,55,0,,
19235,22,12,67,0,3,4
19236,22,5,65,1,,
19237,22,12,62,1,4,0
19238,22,10,68,0,,
19239,22,12,25,0,1,2
19240,22,13,29,0,,
19241,22,10,76,0,2,4
19242,22,10,52,0,,
19243,22,12,27,1,3,3
19245,22,12,38,1,4,2
19246,22,12,50,0,,
19247,22,10,58,1,3,4
19251,22,10,62,1,3,3
19252,22,13,27,0,,
19253,22,13,51,1,3,1
19254,22,10,59,0,,
19255,22,13,52,1,1,3
19256,22,12,69,0,,
19257,22,13,50,1,3,3
19258,22,12,72,1,,
19260,22,13,32,1,,
19261,22,13,55,0,3,1
19262,22,11,70,0,,
19263,22,13,45,0,3,1
19264,22,13,37,1,,
19265,22,12,39,0,1,1
19266,22,11,31,0,,
19268,22,13,49,0,,
19270,22,9,31,0,,
19271,22,7,67,0,2,2
19274,22,9,33,1,,
19275,22,6,75,0,4,0
19276,22,10,50,0,,
19277,22,3,73,0,4,4
19278,22,9,45,1,,
19279,22,12,52,1,4,0
19281,22,10,59,0,4,3
19282,22,10,37,0,,
19283,22,11,30,0,4,0
19284,22,9,37,0,,
19285,22,6,73,0,3,3
19286,22,8,54,0,,
19287,22,8,60,1,4,3
19288,22,7,66,1,,
19289,22,5,59,0,1,1
19290,22,8,69,0,,
19291,22,10,37,0,0,2
19292,22,11,78,1,,
19293,22,7,49,1,2,2
19294,22,11,66,0,,
19295,22,9,48,1,3,2
19297,22,11,63,1,3,3
19298,22,9,55,0,,
19299,22,10,41,0,4,2
19300,22,10,61,1,,
19301,22,8,75,0,3,2
19302,22,8,62,1,,
19303,22,13,65,0,3,3
19304,22,12,29,0,,
19305,22,13,30,1,4,3
19306,22,12,23,1,,
19307,22,7,67,0,2,0
19308,22,8,59,0,,
19312,22,5,57,1,,
19314,22,9,45,1,,
19317,22,11,20,0,2,0
19318,22,10,74,1,,
19319,22,11,66,1,3,1
19320,22,11,63,0,,
19321,22,11,78,1,2,1
19322,22,7,47,0,,
19323,22,11,65,1,3,1
19324,22,12,22,1,,
19325,22,10,53,1,3,1
19326,22,10,71,0,,
19329,22,4,69,0,3,2
19331,22,9,60,0,2,2
19332,22,12,20,1,,
19333,22,12,52,0,3,2
19334,22,10,55,0,,
19335,22,9,56,0,2,2
19336,22,9,72,1,,
19337,22,11,55,1,1,2
19338,22,6,63,0,,
19339,22,5,64,0,4,4
19340,22,9,56,0,0,3
19341,22,11,44,1,,
19342,22,9,60,1,3,1
19343,22,9,55,0,,
19344,22,10,36,0,2,3
19346,22,6,70,1,3,4
19347,22,10,81,1,,
19349,22,10,35,1,,
19350,22,7,60,0,3,1
19351,22,10,60,1,,
19352,22,4,46,0,2,
19353,22,12,29,0,,
19354,22,7,70,1,1,1
19355,22,10,76,1,,
19356,22,9,63,0,2,1
19357,22,10,71,0,,
19358,22,12,33,0,2,2
19359,22,6,73,0,,
19360,22,9,61,0,2,2
19361,22,10,55,1,,
19362,22,7,79,1,2,4
19363,22,9,48,1,,
19364,22,6,44,0,4,4
19365,22,6,61,0,,
19366,22,9,39,0,3,3
19367,22,11,78,1,,
19368,22,7,69,1,2,2
19369,22,9,69,0,,
19370,22,9,35,0,1,3
19371,22,12,49,0,,
19372,22,9,75,0,3,3
19373,22,9,56,0,,
19375,22,10,76,0,,
19376,22,10,65,1,3,2
19378,22,9,83,1,3,2
19382,22,10,24,1,,1
19388,22,11,39,1,,3
19389,22,5,69,0,,
19391,22,7,78,0,,
19392,22,11,29,1,2,1
19396,22,9,83,0,0,1
19397,22,12,25,1,,
19400,22,12,56,0,4,0
19401,22,11,84,1,,
19402,22,7,71,0,3,1
19403,22,8,23,0,,
19404,22,12,35,1,,0
19405,22,10,39,0,,
19406,22,8,25,1,2,0
19407,22,8,60,0,,
19408,22,6,58,0,4,3
19409,22,9,17,1,,
19411,22,11,28,0,,
19412,22,8,29,0,0,3
19413,22,5,22,1,,
19414,22,6,33,0,4,0
19415,22,11,35,1,,
19416,22,10,64,1,4,2
19417,22,5,72,0,,
19418,22,5,80,0,,3
19419,22,12,50,0,,
19420,22,12,76,0,2,3
19421,22,7,52,1,,
19422,22,5,69,1,3,4
19423,22,8,60,0,,
19424,22,12,16,1,1,3
19425,22,9,51,1,,
19426,22,6,72,1,2,3
19427,22,8,31,1,,
19428,22,12,17,0,0,2
19429,22,12,21,1,,
19431,22,10,48,0,,
19432,22,12,22,0,2,2
19433,22,7,34,1,,
19435,22,12,34,1,,
19437,22,9,32,0,,
19439,22,9,58,0,,
19440,22,7,68,0,4,2
19441,22,7,38,0,,
19442,22,9,22,1,1,2
19443,22,10,46,1,,
19444,22,6,30,1,4,0
19445,22,7,64,0,,
19447,22,6,70,0,,
19449,22,4,75,0,,
19450,22,5,72,0,2,1
19452,22,10,34,0,2,0
19459,22,8,75,0,,
19460,22,10,54,0,1,2
19461,22,5,65,0,,
19462,22,10,46,1,0,3
19463,22,5,54,1,,
19464,22,9,52,1,0,2
19465,22,6,51,0,,
19466,22,10,43,0,2,2
19468,22,5,81,0,3,3
19481,22,4,69,0,,
19485,22,11,37,1,,
19486,22,12,76,0,4,3
19487,22,11,40,1,,
19488,22,12,65,1,0,0
19489,22,12,20,0,,
19490,22,12,66,0,0,0
19491,22,8,59,0,3,1
19496,22,12,27,1,,
19497,22,11,38,0,2,2
19498,22,11,15,1,,
19500,22,9,43,0,,
19501,22,13,66,0,1,1
19502,22,11,36,1,,
19504,22,8,49,1,,
19509,22,5,48,1,1,0
19510,22,6,63,0,,
19511,22,7,62,0,3,2
19512,22,8,70,0,,
19513,22,6,69,0,1,2
19514,22,8,16,1,,
19515,22,6,75,0,2,2
19520,22,9,45,1,,
19521,22,9,46,1,3,1
19523,22,8,16,0,1,2
19524,22,6,72,0,,
19525,22,4,70,0,3,2
19526,22,2,29,0,,
19527,22,3,69,1,4,4
19529,22,10,33,0,2,2
19531,22,3,63,0,3,2
19533,22,5,64,0,4,4
19534,22,13,36,0,,
19535,22,3,51,1,3,3
19538,22,11,30,1,,
19550,22,6,45,0,,
19551,22,9,42,1,,
19552,22,7,60,0,3,1
19553,22,8,27,0,,
19554,22,11,19,0,3,2
19555,22,11,36,1,,
19556,22,11,30,0,4,3
19557,22,8,50,0,,
19560,22,12,40,0,0,0
19561,22,11,21,1,,
19563,22,6,81,0,,
19564,22,8,75,1,1,2
19565,22,9,38,0,,
19566,22,11,66,1,3,2
19567,22,12,19,1,,
19568,22,12,30,1,1,3
19569,22,9,44,0,,
19570,22,9,57,1,2,3
19572,22,12,62,0,,3
19573,22,11,21,1,,
19574,22,3,76,0,3,4
19576,22,8,34,0,0,3
19577,22,13,27,0,,
19578,22,11,59,1,2,2
19579,22,10,30,0,,
19580,22,12,63,1,3,0
19581,22,8,64,1,,
19582,22,4,78,0,,1
19583,22,8,47,0,,
19584,22,10,53,1,1,1
19591,22,4,69,0,,
19592,22,4,22,1,0,4
19594,22,3,19,0,4,4
19595,22,8,40,1,,
19598,22,5,42,0,1,3
19599,22,10,46,1,,
19600,22,9,20,1,1,1
19601,22,9,37,1,,
19602,22,8,28,0,2,1
19603,22,9,21,0,,
19604,22,9,43,0,2,2
19605,22,11,27,1,,
19606,22,8,16,0,0,0
19607,22,8,35,0,,
19608,22,8,18,0,3,3
19609,22,12,40,0,,
19610,22,12,21,1,3,1
19611,22,10,36,0,,
19612,22,7,28,0,2,1
19614,22,12,36,1,4,4
19615,22,6,44,0,,
19617,22,9,15,1,,
19619,22,9,15,0,,
19620,22,9,52,0,4,3
19621,22,8,76,1,,
19623,22,5,70,0,,
19624,22,8,72,1,2,1
19625,22,9,20,1,,
19626,22,10,61,0,2,0
19627,22,6,73,0,,
19628,22,8,19,1,2,2
19629,22,6,24,0,,
19630,22,11,16,1,3,2
19631,22,10,28,1,,
19632,22,6,55,0,2,2
19633,22,6,71,1,,
19634,22,12,19,0,2,1
19635,22,8,49,1,,
19636,22,12,63,0,3,3
19637,22,8,69,0,,
19638,22,11,54,0,2,3
19639,22,10,65,1,,
19640,22,10,78,1,2,2
19641,22,12,31,0,,
19642,22,10,53,0,3,3
19643,22,8,66,1,,
19645,22,6,28,0,,
19646,22,7,54,0,4,0
19647,22,8,88,1,,
19648,22,5,61,0,1,3
19652,22,11,30,1,3,3
19653,22,10,22,1,,
19654,22,9,24,1,3,0
19655,22,10,51,1,,
19658,22,7,47,0,4,0
19660,22,6,29,0,3,1
19661,22,10,20,1,,
19662,22,7,60,1,1,0
19663,22,9,50,1,,
19664,22,9,55,1,3,3
19665,22,9,50,0,,
19666,22,7,59,0,1,2
19667,22,7,61,0,,
19668,22,4,62,1,2,0
19669,22,7,59,1,,
19670,22,10,55,0,1,2
19671,22,10,80,0,,
19672,22,6,43,1,3,3
19673,22,7,35,0,,
19674,22,13,52,1,4,3
19675,22,10,38,1,,
19682,22,10,30,1,1,0
19685,22,11,28,0,,
19687,22,9,61,0,,
19688,22,10,40,1,3,1
19689,22,6,70,1,,
19690,22,12,65,1,4,2
19691,22,7,56,1,,
19692,22,10,55,0,3,2
19694,22,6,30,0,3,2
19695,22,8,30,1,,
19696,22,8,38,0,4,4
19697,22,7,17,1,,
19698,22,7,38,0,4,4
19702,22,8,65,1,3,1
19703,22,10,54,1,,
19705,22,7,33,0,,
19710,22,8,73,1,3,2
19711,22,11,18,1,,
19712,22,7,72,0,4,2
19713,22,7,84,0,,
19714,22,8,63,0,2,0
19715,22,10,50,0,,
19716,22,10,18,0,4,0
19717,22,11,60,0,,
19730,22,8,63,0,,
19733,22,8,75,0,1,2
19734,22,11,31,1,,
19735,22,10,56,1,2,1
19737,22,10,60,1,3,1
19739,22,5,73,0,3,2
19740,22,10,59,0,,
19741,22,7,50,0,3,3
19742,22,10,31,0,,
19743,22,12,20,1,2,3
19744,22,12,60,1,,
19745,22,11,41,0,3,1
19746,22,13,54,0,,
19747,22,6,66,0,2,1
19749,22,12,48,0,2,3
19751,22,6,61,1,4,3
19752,22,8,58,0,,
19753,22,10,48,1,1,1
19754,22,13,57,1,,
19755,22,13,27,1,3,0
19756,22,6,65,0,,
19757,22,8,71,0,2,0
19759,22,9,59,0,2,0
19760,22,12,73,1,,
19762,22,11,93,1,,
19763,22,7,76,1,3,3
19764,22,10,38,1,,
19765,22,6,72,0,3,2
19766,22,7,27,0,,
19767,22,8,29,1,1,2
19768,22,5,60,0,,
19769,22,7,50,0,2,1
19770,22,8,80,0,,
19771,22,12,32,0,2,1
19772,22,11,53,1,,
19776,22,10,31,0,2,2
19777,22,11,38,0,,
19778,22,7,77,0,2,0
19779,22,3,45,0,,
19780,22,9,64,1,3,0
19781,22,11,65,1,,
19782,22,11,41,1,2,2
19784,22,12,34,1,4,2
19785,22,10,47,0,,
19796,22,10,46,1,2,4
19799,22,10,24,0,,
19800,22,13,29,1,2,3
19801,22,12,51,0,,
19802,22,10,50,0,3,4
19803,22,6,50,0,,
19804,22,13,25,0,4,3
19805,22,10,17,0,,
19807,22,8,21,0,,
19809,22,9,47,0,,
19813,22,8,39,1,,
19814,22,8,45,0,3,1
19816,22,3,70,0,2,3
19817,22,5,62,0,,
19818,22,0,67,0,3,3
19819,22,8,28,1,,
19821,22,10,60,1,,
19824,22,5,26,0,1,1
19825,22,10,64,0,,
19826,22,10,25,1,,
19827,22,10,53,1,3,4
19828,22,8,56,1,,
19829,22,10,28,0,3,3
19830,22,9,63,0,,
19831,22,8,27,0,3,3
19832,22,11,33,0,,
19833,22,9,78,1,4,4
19835,22,11,60,1,4,2
19836,22,8,59,0,,
19839,22,8,44,1,,
19840,22,9,56,1,2,0
19841,22,7,62,1,,
19842,22,11,44,1,4,4
19843,22,6,18,0,,
19844,22,12,44,1,2,0
19846,22,11,19,1,0,1
19847,22,7,35,0,,
19849,22,12,64,1,,
19851,22,10,35,0,,
19853,22,5,70,1,,
19854,22,9,60,0,3,0
19856,22,9,58,0,,0
19857,22,9,17,1,,
19858,22,5,71,1,2,0
19861,22,11,33,1,,
19862,22,8,38,0,2,3
19863,22,10,56,1,,
19865,22,7,55,0,,
19866,22,11,40,1,3,0
19868,22,13,54,0,1,2
19869,22,13,55,1,,
19870,22,12,50,1,1,4
19871,22,13,79,0,,
19872,22,12,61,1,2,
19873,22,12,31,0,,
19874,22,12,50,0,4,3
19875,22,12,62,0,,
19876,22,13,44,1,0,3
19877,22,10,19,1,,
19878,22,10,21,1,3,0
19880,22,11,58,0,3,1
19881,22,11,24,1,,
19882,22,8,33,0,3,3
19884,22,12,59,1,,
19885,22,8,69,1,3,1
19886,22,9,48,0,,
19890,22,11,26,1,1,2
19891,22,11,36,1,,
19892,22,13,58,1,0,1
19893,22,11,21,0,,
19894,22,9,68,0,2,1
19895,22,13,54,1,,
19896,22,9,84,0,1,3
19897,22,12,28,1,,
19898,22,12,22,1,2,0
19899,22,11,29,1,,
19900,22,13,63,0,2,2
19901,22,6,68,0,,
19903,22,9,57,1,,
19904,22,9,67,0,4,2
19906,22,10,43,0,2,2
19907,22,9,43,0,,
19908,22,10,61,1,1,1
19909,22,11,24,1,,
19910,22,6,79,1,4,4
19911,22,10,54,0,,
19912,22,12,55,1,3,3
19913,22,6,62,0,,
19914,22,9,56,0,4,0
19915,22,4,54,0,,
19916,22,7,34,0,4,1
19917,22,5,50,0,,
19918,22,8,57,1,0,4
19919,22,12,49,0,,
19921,22,12,24,0,,
19923,22,13,28,0,,
19924,22,10,25,0,3,2
19926,22,11,30,0,3,1
19927,22,9,62,1,,
19928,22,8,46,1,0,0
19929,22,12,46,0,,
19930,22,10,32,1,2,3
19931,22,9,19,0,,
19932,22,12,38,0,3,4
19933,22,9,57,1,,
19934,22,10,73,0,2,2
19935,22,12,26,1,,
19936,22,12,27,0,0,3
19937,22,8,27,0,,
19940,22,10,22,0,3,2
19941,22,9,24,0,,
19944,22,7,46,1,0,1
19948,22,8,24,1,4,4
19956,22,10,58,1,3,3
19958,22,1,75,0,3,3
19959,22,6,20,1,1,3
19962,22,2,64,1,0,2
19964,22,11,21,1,4,0
19965,22,9,30,1,,
19967,22,12,22,1,,
19971,22,13,59,1,,
19972,22,13,63,0,2,2
19973,22,13,67,0,,
19974,22,11,44,1,2,0
19975,22,8,71,0,,
19976,22,12,38,1,2,4
19977,22,12,61,1,,
19978,22,9,84,0,3,2
19979,22,9,66,1,,
19980,22,8,62,0,3,3
19981,22,12,33,0,,
19982,22,12,31,1,2,0
19983,22,10,37,0,,
19984,22,12,47,1,2,1
19987,22,11,60,0,,
19988,22,11,63,0,4,0
19989,22,7,57,0,,
19990,22,13,24,1,3,2
19991,22,5,47,1,,
19992,22,11,71,1,4,0
19993,22,10,59,0,,
19994,22,9,26,0,,
19995,22,7,79,0,,
19996,22,11,84,1,3,0
19997,22,13,47,1,,
19999,22,8,67,0,,
20000,22,5,69,0,4,3
20001,22,7,35,0,,
20002,22,6,56,0,3,3
20003,22,11,41,0,,
20004,22,6,31,1,2,0
20006,22,6,75,1,3,1
20007,22,7,55,0,,
20009,22,6,25,0,,
20011,22,4,80,0,,
20012,22,6,50,1,4,4
20014,22,8,72,0,4,3
20015,22,6,19,0,,
20016,22,5,74,0,4,4
20017,22,7,66,0,,
20018,22,11,44,0,,
20019,22,8,73,0,0,0
20022,22,11,63,1,,
20024,22,4,32,0,,
20025,22,9,68,1,1,1
20026,22,9,35,0,,
20027,22,5,68,0,3,3
20028,22,4,84,0,,
20029,22,8,62,0,2,2
20030,22,5,49,0,,
20031,22,3,44,0,,
20032,22,5,40,1,,
20034,22,7,27,0,,
20035,22,11,49,1,2,2
20036,22,11,50,0,,
20037,22,6,75,0,0,4
20038,22,11,42,0,,
20040,22,9,39,1,,
20041,22,9,59,0,2,2
20042,22,10,53,1,,
20043,22,10,53,0,2,2
20044,22,8,33,1,,
20045,22,8,65,0,2,2
20046,22,8,17,1,,
20047,22,10,22,0,3,2
20048,22,7,68,0,,
20049,22,11,39,0,4,3
20050,22,12,35,0,,
20051,22,11,33,0,1,1
20052,22,9,48,1,,
20054,22,10,60,1,,
20056,22,9,50,1,,
20057,22,10,34,1,2,2
20058,22,10,17,1,,
20060,22,6,30,0,,
20062,22,9,51,1,,
20063,22,7,41,0,2,2
20064,22,13,77,1,,
20065,22,13,71,1,2,2
20066,22,9,73,0,,
20067,22,11,33,1,3,2
20069,23,2,69,1,,
20070,23,3,49,0,3,3
20071,23,7,39,1,,
20072,23,6,54,0,3,0
20074,23,6,31,1,,
20076,23,7,23,1,,
20079,23,3,70,0,,
20080,23,5,44,1,3,0
20081,23,2,27,0,,
20084,23,10,73,1,3,1
20089,23,6,67,0,,
20090,23,7,56,0,2,0
20091,23,11,67,0,,
20093,23,7,34,0,,
20094,23,6,62,0,4,1
20095,23,9,18,1,,
20096,23,8,63,0,3,1
20097,23,9,66,1,,
20108,23,9,25,0,,
20109,23,6,27,0,,
20110,23,8,21,1,0,0
20111,23,12,67,0,,
20112,23,8,55,0,1,2
20113,23,8,66,1,,
20114,23,8,70,0,4,1
20115,23,11,24,0,1,0
20117,23,6,55,0,,
20118,23,7,46,0,2,1
20119,23,7,71,1,,
20120,23,10,33,0,3,2
20128,23,5,28,0,1,3
20131,23,6,45,0,,
20132,23,13,44,0,3,2
20134,23,9,32,0,2,2
20135,23,5,53,0,,
20138,23,6,73,1,2,2
20139,23,7,39,0,,
20140,23,6,51,0,3,3
20141,23,11,44,1,,
20142,23,7,42,1,2,1
20144,23,3,56,0,,
20147,23,11,29,0,4,0
20149,23,11,56,1,,
20151,23,7,52,0,4,3
20152,23,9,51,0,,
20153,23,5,70,1,4,2
20158,23,1,17,0,,
20164,23,6,16,1,,
20168,23,7,28,0,2,1
20169,23,11,30,1,,
20172,23,5,60,0,4,4
20175,23,4,26,1,,
20176,23,6,27,1,,
20177,23,8,55,0,3,1
20179,23,12,40,1,1,4
20181,23,7,18,0,,
20184,23,6,34,1,,3
20185,23,7,34,0,,
20186,23,6,34,0,0,0
20187,23,6,18,0,,
20188,23,5,74,0,3,2
20189,23,4,63,0,,
20192,23,9,19,0,3,0
20195,23,8,25,0,,
20198,23,5,73,0,,
20206,23,5,20,0,,
20208,23,11,53,0,4,4
20209,23,9,39,1,,
20210,23,8,65,0,,
20211,23,9,31,0,,
20212,23,8,17,0,4,0
20215,23,12,31,0,1,0
20216,23,11,26,0,,
20217,23,8,72,0,2,2
20221,23,8,16,1,,
20222,23,4,30,0,3,0
20223,23,10,62,1,,
20225,23,11,44,0,,
20228,23,8,63,0,2,2
20229,23,7,15,1,,
20230,23,2,36,0,2,2
20234,23,8,34,0,2,0
20235,23,0,70,1,,
20238,23,7,52,0,3,3
20242,23,5,31,0,2,1
20247,23,5,21,1,,
20254,23,5,35,1,4,4
20256,23,5,48,0,1,1
20257,23,11,53,1,,
20259,23,6,35,0,,
20260,23,4,59,1,2,2
20261,23,4,36,1,,
20265,23,3,26,1,,
20266,23,7,51,1,2,0
20267,23,8,56,0,,
20269,23,7,19,0,,
20270,23,5,41,1,3,0
20271,23,7,45,0,,
20272,23,6,56,0,3,1
20275,23,8,43,1,,
20276,23,9,33,0,4,1
20278,23,7,17,0,0,3
20279,23,8,37,0,,
20280,23,9,42,0,2,4
20282,23,4,27,0,3,3
20283,23,10,29,1,,
20284,23,8,45,0,4,3
20285,23,8,36,0,,
20286,23,8,28,0,2,3
20287,23,4,18,1,,
20289,23,5,15,0,2,1
20290,23,4,34,1,,
20291,23,5,42,1,1,0
20293,23,5,27,0,2,0
20294,23,12,17,1,,
20295,23,6,29,0,4,3
20296,23,9,39,0,,
20297,23,9,69,0,3,1
20298,23,4,47,0,4,3
20299,23,5,42,0,,
20301,23,7,68,0,,
20302,23,9,74,0,3,3
20303,23,7,21,1,,
20304,23,4,61,1,4,4
20305,23,7,56,1,,
20307,23,7,63,0,,
20308,23,9,32,1,,
20309,23,5,53,1,1,3
20310,23,8,36,1,,
20311,23,10,42,0,3,1
20312,23,9,62,1,,
20313,23,4,18,0,4,4
20314,23,5,25,0,,
20315,23,8,47,0,4,0
20316,23,7,27,1,,
20317,23,7,26,0,2,1
20326,23,9,20,1,3,0
20328,23,5,33,1,2,2
20329,23,10,34,0,,
20330,23,9,21,1,3,3
20333,23,9,25,0,,
20334,23,7,64,1,4,1
20335,23,2,46,1,,
20337,23,5,43,1,4,3
20338,23,7,23,1,3,0
20340,23,6,23,1,,
20341,23,7,40,0,,
20343,23,8,22,1,,
